"","Area","Year","Private forprofit graduate","Violent crimes","Population","Total graduate","Public graduate","Private nonprofit graduate"
"2983","Virginia","1971",NA,"15384",4751,NA,NA,NA
"2984","Virginia","1972",NA,"16483",4824,NA,NA,NA
"2985","Virginia","1973",NA,"16007",4901,NA,NA,NA
"2986","Virginia","1974",NA,"17514",4971,NA,NA,NA
"2987","Virginia","1975",NA,"18917",5047,NA,NA,NA
"2988","Virginia","1976",NA,"15485",5122,NA,NA,NA
"2989","Virginia","1977",NA,"14893",5193,NA,NA,NA
"2990","Virginia","1978",NA,"14743",5270,NA,NA,NA
"2991","Virginia","1979",NA,"15642",5308,NA,NA,NA
"2992","Virginia","1980",NA,"16355",5347,NA,NA,NA
"2993","Virginia","1981",NA,"17456",5444,NA,NA,NA
"2994","Virginia","1982",NA,"16970",5493,NA,NA,NA
"2995","Virginia","1983",NA,"16236",5565,NA,NA,NA
"2996","Virginia","1984",NA,"16660",5644,NA,NA,NA
"2997","Virginia","1985",NA,"16813",5715,NA,NA,NA
"2998","Virginia","1986",NA,"17708",5812,NA,NA,NA
"2999","Virginia","1987",NA,"17414",5932,NA,NA,NA
"3000","Virginia","1988",NA,"17940",6037,NA,NA,NA
"3001","Virginia","1989",NA,"19057",6120,NA,NA,NA
"3002","Virginia","1990",NA,"21694",6187,NA,NA,NA
"3003","Virginia","1991",NA,"23459",6278.9,NA,NA,NA
"3004","Virginia","1992",NA,"23907",6370.8,NA,NA,NA
"3005","Virginia","1993",NA,"24160",6462.7,NA,NA,NA
"3006","Virginia","1994",NA,"23437",6554.6,NA,NA,NA
"3007","Virginia","1995",NA,"23921",6646.5,NA,NA,NA
"3008","Virginia","1996",NA,"22782",6738.4,NA,NA,NA
"3009","Virginia","1997",NA,"23249",6830.3,NA,NA,NA
"3010","Virginia","1998",NA,"22115",6922.2,NA,NA,NA
"3011","Virginia","1999",NA,"21626",7014.1,NA,NA,NA
"3012","Virginia","2000",NA,"19943",7106,NA,NA,NA
"3013","Virginia","2001",48,"20939",7198,32822,25165,7609
"3014","Virginia","2002",189,"21256",7287,32948,25249,7510
"3015","Virginia","2003",69,"20490",7367,34657,26399,8189
"3016","Virginia","2004",164,"20608",7476,35660,27027,8469
"3017","Virginia","2005",361,"21434",7577,36970,27739,8870
"3018","Virginia","2006",462,"21683",7674,38775,28758,9555
"3019","Virginia","2007",556,"21035",7751,39744,29312,9876
"3020","Virginia","2008",622,"20031",7833,41236,30080,10534
"3021","Virginia","2009",858,"18195",7926,42483,30969,10656
"3022","Virginia","2010",2400,"17184",8001,45324,31927,10997
"3023","Virginia","2011",NA,"16014",NA,NA,NA,NA
"3024","Virginia","2012",NA,"15564",NA,NA,NA,NA
"3025","Washington","1950",NA,NA,2387,NA,NA,NA
"3026","Washington","1951",NA,NA,2424,NA,NA,NA
"3027","Washington","1952",NA,NA,2448,NA,NA,NA
"3028","Washington","1953",NA,NA,2466,NA,NA,NA
"3029","Washington","1954",NA,NA,2516,NA,NA,NA
"3030","Washington","1955",NA,NA,2604,NA,NA,NA
"3031","Washington","1956",NA,NA,2668,NA,NA,NA
"3032","Washington","1957",NA,NA,2724,NA,NA,NA
"3033","Washington","1958",NA,NA,2773,NA,NA,NA
"3034","Washington","1959",NA,NA,2821,NA,NA,NA
"3035","Washington","1960",NA,"1616",2853,NA,NA,NA
"3036","Washington","1961",NA,"1687",2882,NA,NA,NA
"3037","Washington","1962",NA,"1913",2942,NA,NA,NA
"3038","Washington","1963",NA,"2034",2955,NA,NA,NA
"3039","Washington","1964",NA,"2761",2961,NA,NA,NA
"3040","Washington","1965",NA,"3081",NA,NA,NA,NA
"3041","Washington","1966",NA,"3673",3057,NA,NA,NA
"3042","Washington","1967",NA,"4754",3174,NA,NA,NA
"3043","Washington","1968",NA,"6970",3270,NA,NA,NA
"3044","Washington","1969",NA,"8243",3343,NA,NA,NA
"3045","Washington","1970",NA,"7546",3409,NA,NA,NA
"3046","Washington","1971",NA,"8155",3448,NA,NA,NA
"3047","Washington","1972",NA,"8627",3448,NA,NA,NA
"3048","Washington","1973",NA,"9309",3479,NA,NA,NA
"3049","Washington","1974",NA,"12036",3550,NA,NA,NA
"3050","Washington","1975",NA,"13851",3621,NA,NA,NA
"3051","Washington","1976",NA,"14036",3694,NA,NA,NA
"3052","Washington","1977",NA,"13714",3776,NA,NA,NA
"3053","Washington","1978",NA,"15296",3889,NA,NA,NA
"3054","Washington","1979",NA,"17064",4018,NA,NA,NA
"3055","Washington","1980",NA,"19098",4132,NA,NA,NA
"3056","Washington","1981",NA,"18839",4236,NA,NA,NA
"3057","Washington","1982",NA,"17251",4277,NA,NA,NA
"3058","Washington","1983",NA,"15986",4300,NA,NA,NA
"3059","Washington","1984",NA,"17676",4344,NA,NA,NA
"3060","Washington","1985",NA,"18757",4400,NA,NA,NA
"3061","Washington","1986",NA,"19505",4453,NA,NA,NA
"3062","Washington","1987",NA,"19945",4532,NA,NA,NA
"3063","Washington","1988",NA,"21543",4640,NA,NA,NA
"3064","Washington","1989",NA,"22460",4746,NA,NA,NA
"3065","Washington","1990",NA,"24410",4867,NA,NA,NA
"3066","Washington","1991",NA,"26224",4971.4,NA,NA,NA
"3067","Washington","1992",NA,"27454",5075.8,NA,NA,NA
"3068","Washington","1993",NA,"27040",5180.2,NA,NA,NA
"3069","Washington","1994",NA,"27317",5284.6,NA,NA,NA
"3070","Washington","1995",NA,"26300",5389,NA,NA,NA
"3071","Washington","1996",NA,"23857",5493.4,NA,NA,NA
"3072","Washington","1997",NA,"24724",5597.8,NA,NA,NA
"3073","Washington","1998",NA,"24380",5702.2,NA,NA,NA
"3074","Washington","1999",NA,"21716",5806.6,NA,NA,NA
"3075","Washington","2000",NA,"21788",5911,NA,NA,NA
"3076","Washington","2001",180,"21258",5986,23441,17680,5581
"3077","Washington","2002",278,"20964",6052,24462,18635,5549
"3078","Washington","2003",338,"21272",6104,25908,19661,5909
"3079","Washington","2004",604,"21330",6179,27240,20456,6180
"3080","Washington","2005",745,"21745",6257,28265,20692,6828
"3081","Washington","2006",797,"22303",6371,28570,20989,6784
"3082","Washington","2007",746,"21768",6462,29160,21442,6972
"3083","Washington","2008",823,"21888",6562,29524,21641,7060
"3084","Washington","2009",1019,"22412",6667,30091,22061,7011
"3085","Washington","2010",877,"21138",6725,30551,22851,6823
"3086","Washington","2011",NA,"20152",NA,NA,NA,NA
"3087","Washington","2012",NA,"20386",NA,NA,NA,NA
"3088","West Virginia","1950",NA,NA,2006,NA,NA,NA
"3089","West Virginia","1951",NA,NA,1984,NA,NA,NA
"3090","West Virginia","1952",NA,NA,1957,NA,NA,NA
"3091","West Virginia","1953",NA,NA,1929,NA,NA,NA
"3092","West Virginia","1954",NA,NA,1905,NA,NA,NA
"3093","West Virginia","1955",NA,NA,1880,NA,NA,NA
"3094","West Virginia","1956",NA,NA,1857,NA,NA,NA
"3095","West Virginia","1957",NA,NA,1843,NA,NA,NA
"3096","West Virginia","1958",NA,NA,1845,NA,NA,NA
"3097","West Virginia","1959",NA,NA,1855,NA,NA,NA
"3098","West Virginia","1960",NA,"1200",1860,NA,NA,NA
"3099","West Virginia","1961",NA,"1167",1828,NA,NA,NA
"3100","West Virginia","1962",NA,"1146",1809,NA,NA,NA
"3101","West Virginia","1963",NA,"1185",1796,NA,NA,NA
"3102","West Virginia","1964",NA,"1359",1797,NA,NA,NA
"3103","West Virginia","1965",NA,"1413",NA,NA,NA,NA
"3104","West Virginia","1966",NA,"1613",1775,NA,NA,NA
"3105","West Virginia","1967",NA,"1744",1769,NA,NA,NA
"3106","West Virginia","1968",NA,"1959",1763,NA,NA,NA
"3107","West Virginia","1969",NA,"1766",1746,NA,NA,NA
"3108","West Virginia","1970",NA,"2158",1744,NA,NA,NA
"3109","West Virginia","1971",NA,"2311",1771,NA,NA,NA
"3110","West Virginia","1972",NA,"2299",1798,NA,NA,NA
"3111","West Virginia","1973",NA,"2219",1806,NA,NA,NA
"3112","West Virginia","1974",NA,"2460",1815,NA,NA,NA
"3113","West Virginia","1975",NA,"2915",1842,NA,NA,NA
"3114","West Virginia","1976",NA,"2761",1880,NA,NA,NA
"3115","West Virginia","1977",NA,"2832",1908,NA,NA,NA
"3116","West Virginia","1978",NA,"3120",1923,NA,NA,NA
"3117","West Virginia","1979",NA,"3156",1942,NA,NA,NA
"3118","West Virginia","1980",NA,"3547",1950,NA,NA,NA
"3119","West Virginia","1981",NA,"3410",1954,NA,NA,NA
"3120","West Virginia","1982",NA,"3405",1950,NA,NA,NA
"3121","West Virginia","1983",NA,"3375",1945,NA,NA,NA
"3122","West Virginia","1984",NA,"3283",1928,NA,NA,NA
"3123","West Virginia","1985",NA,"3214",1907,NA,NA,NA
"3124","West Virginia","1986",NA,"3156",1882,NA,NA,NA
"3125","West Virginia","1987",NA,"2605",1858,NA,NA,NA
"3126","West Virginia","1988",NA,"2476",1830,NA,NA,NA
"3127","West Virginia","1989",NA,"2724",1807,NA,NA,NA
"3128","West Virginia","1990",NA,"3036",1793,NA,NA,NA
"3129","West Virginia","1991",NA,"3440",1794.4,NA,NA,NA
"3130","West Virginia","1992",NA,"3833",1795.8,NA,NA,NA
"3131","West Virginia","1993",NA,"3793",1797.2,NA,NA,NA
"3132","West Virginia","1994",NA,"3931",1798.6,NA,NA,NA
"3133","West Virginia","1995",NA,"3842",1800,NA,NA,NA
"3134","West Virginia","1996",NA,"3836",1801.4,NA,NA,NA
"3135","West Virginia","1997",NA,"3971",1802.8,NA,NA,NA
"3136","West Virginia","1998",NA,"4503",1804.2,NA,NA,NA
"3137","West Virginia","1999",NA,"6336",1805.6,NA,NA,NA
"3138","West Virginia","2000",NA,"5723",1807,NA,NA,NA
"3139","West Virginia","2001",0,"5035",1801,8704,7212,1492
"3140","West Virginia","2002",0,"4221",1805,9022,7433,1589
"3141","West Virginia","2003",0,"4627",1812,9335,7541,1794
"3142","West Virginia","2004",0,"5110",1816,9101,7442,1659
"3143","West Virginia","2005",72,"4968",1820,9574,7781,1719
"3144","West Virginia","2006",71,"5113",1828,10033,8092,1870
"3145","West Virginia","2007",43,"5016",1834,10543,8506,1992
"3146","West Virginia","2008",46,"5006",1840,10466,8523,1891
"3147","West Virginia","2009",28,"5554",1848,10228,8443,1757
"3148","West Virginia","2010",30,"5586",1853,10166,8444,1692
"3149","West Virginia","2011",NA,"5497",NA,NA,NA,NA
"3150","West Virginia","2012",NA,"5869",NA,NA,NA,NA
"3151","Wisconsin","1950",NA,NA,3438,NA,NA,NA
"3152","Wisconsin","1951",NA,NA,3439,NA,NA,NA
"3153","Wisconsin","1952",NA,NA,3469,NA,NA,NA
"3154","Wisconsin","1953",NA,NA,3506,NA,NA,NA
"3155","Wisconsin","1954",NA,NA,3608,NA,NA,NA
"3156","Wisconsin","1955",NA,NA,3679,NA,NA,NA
"3157","Wisconsin","1956",NA,NA,3742,NA,NA,NA
"3158","Wisconsin","1957",NA,NA,3791,NA,NA,NA
"3159","Wisconsin","1958",NA,NA,3843,NA,NA,NA
"3160","Wisconsin","1959",NA,NA,3891,NA,NA,NA
"3161","Wisconsin","1960",NA,"1261",3952,NA,NA,NA
"3162","Wisconsin","1961",NA,"1268",4009,NA,NA,NA
"3163","Wisconsin","1962",NA,"1174",4049,NA,NA,NA
"3164","Wisconsin","1963",NA,"1312",4112,NA,NA,NA
"3165","Wisconsin","1964",NA,"1762",4165,NA,NA,NA
"3166","Wisconsin","1965",NA,"1911",NA,NA,NA,NA
"3167","Wisconsin","1966",NA,"1984",4274,NA,NA,NA
"3168","Wisconsin","1967",NA,"2948",4303,NA,NA,NA
"3169","Wisconsin","1968",NA,"3400",4345,NA,NA,NA
"3170","Wisconsin","1969",NA,"3411",4378,NA,NA,NA
"3171","Wisconsin","1970",NA,"3792",4418,NA,NA,NA
"3172","Wisconsin","1971",NA,"3957",4462,NA,NA,NA
"3173","Wisconsin","1972",NA,"4358",4502,NA,NA,NA
"3174","Wisconsin","1973",NA,"5273",4524,NA,NA,NA
"3175","Wisconsin","1974",NA,"6411",4546,NA,NA,NA
"3176","Wisconsin","1975",NA,"6992",4579,NA,NA,NA
"3177","Wisconsin","1976",NA,"6345",4596,NA,NA,NA
"3178","Wisconsin","1977",NA,"6117",4627,NA,NA,NA
"3179","Wisconsin","1978",NA,"6184",4646,NA,NA,NA
"3180","Wisconsin","1979",NA,"7839",4683,NA,NA,NA
"3181","Wisconsin","1980",NA,"8546",4706,NA,NA,NA
"3182","Wisconsin","1981",NA,"8904",4726,NA,NA,NA
"3183","Wisconsin","1982",NA,"9077",4729,NA,NA,NA
"3184","Wisconsin","1983",NA,"9070",4721,NA,NA,NA
"3185","Wisconsin","1984",NA,"9367",4736,NA,NA,NA
"3186","Wisconsin","1985",NA,"9880",4748,NA,NA,NA
"3187","Wisconsin","1986",NA,"12339",4756,NA,NA,NA
"3188","Wisconsin","1987",NA,"12014",4778,NA,NA,NA
"3189","Wisconsin","1988",NA,"10414",4822,NA,NA,NA
"3190","Wisconsin","1989",NA,"10834",4857,NA,NA,NA
"3191","Wisconsin","1990",NA,"12948",4892,NA,NA,NA
"3192","Wisconsin","1991",NA,"13723",4940.2,NA,NA,NA
"3193","Wisconsin","1992",NA,"13806",4988.4,NA,NA,NA
"3194","Wisconsin","1993",NA,"13321",5036.6,NA,NA,NA
"3195","Wisconsin","1994",NA,"13748",5084.8,NA,NA,NA
"3196","Wisconsin","1995",NA,"14399",5133,NA,NA,NA
"3197","Wisconsin","1996",NA,"13039",5181.2,NA,NA,NA
"3198","Wisconsin","1997",NA,"13988",5229.4,NA,NA,NA
"3199","Wisconsin","1998",NA,"13009",5277.6,NA,NA,NA
"3200","Wisconsin","1999",NA,"12908",5325.8,NA,NA,NA
"3201","Wisconsin","2000",NA,"12700",5374,NA,NA,NA
"3202","Wisconsin","2001",88,"12486",5407,28493,20927,7478
"3203","Wisconsin","2002",104,"12238",5445,28783,21304,7375
"3204","Wisconsin","2003",112,"12104",5479,29645,21426,8107
"3205","Wisconsin","2004",174,"11548",5514,31759,23401,8184
"3206","Wisconsin","2005",237,"13367",5546,31144,22742,8165
"3207","Wisconsin","2006",252,"15899",5578,31434,22718,8464
"3208","Wisconsin","2007",326,"16330",5611,32646,23564,8756
"3209","Wisconsin","2008",446,"15507",5641,33187,24035,8706
"3210","Wisconsin","2009",488,"14650",5669,33651,24515,8648
"3211","Wisconsin","2010",591,"14167",5687,34110,24766,8753
"3212","Wisconsin","2011",NA,"14268",NA,NA,NA,NA
"3213","Wisconsin","2012",NA,"16064",NA,NA,NA,NA
"3214","Wyoming","1950",NA,NA,290,NA,NA,NA
"3215","Wyoming","1951",NA,NA,291,NA,NA,NA
"3216","Wyoming","1952",NA,NA,293,NA,NA,NA
"3217","Wyoming","1953",NA,NA,290,NA,NA,NA
"3218","Wyoming","1954",NA,NA,293,NA,NA,NA
"3219","Wyoming","1955",NA,NA,307,NA,NA,NA
"3220","Wyoming","1956",NA,NA,312,NA,NA,NA
"3221","Wyoming","1957",NA,NA,314,NA,NA,NA
"3222","Wyoming","1958",NA,NA,315,NA,NA,NA
"3223","Wyoming","1959",NA,NA,320,NA,NA,NA
"3224","Wyoming","1960",NA,"362",330,NA,NA,NA
"3225","Wyoming","1961",NA,"288",337,NA,NA,NA
"3226","Wyoming","1962",NA,"156",333,NA,NA,NA
"3227","Wyoming","1963",NA,"213",336,NA,NA,NA
"3228","Wyoming","1964",NA,"285",339,NA,NA,NA
"3229","Wyoming","1965",NA,"257",NA,NA,NA,NA
"3230","Wyoming","1966",NA,"273",323,NA,NA,NA
"3231","Wyoming","1967",NA,"294",322,NA,NA,NA
"3232","Wyoming","1968",NA,"278",324,NA,NA,NA
"3233","Wyoming","1969",NA,"286",329,NA,NA,NA
"3234","Wyoming","1970",NA,"376",332,NA,NA,NA
"3235","Wyoming","1971",NA,"532",340,NA,NA,NA
"3236","Wyoming","1972",NA,"511",347,NA,NA,NA
"3237","Wyoming","1973",NA,"763",354,NA,NA,NA
"3238","Wyoming","1974",NA,"519",366,NA,NA,NA
"3239","Wyoming","1975",NA,"764",382,NA,NA,NA
"3240","Wyoming","1976",NA,"851",397,NA,NA,NA
"3241","Wyoming","1977",NA,"978",413,NA,NA,NA
"3242","Wyoming","1978",NA,"1189",433,NA,NA,NA
"3243","Wyoming","1979",NA,"1579",454,NA,NA,NA
"3244","Wyoming","1980",NA,"1841",470,NA,NA,NA
"3245","Wyoming","1981",NA,"2116",492,NA,NA,NA
"3246","Wyoming","1982",NA,"1527",506,NA,NA,NA
"3247","Wyoming","1983",NA,"1219",510,NA,NA,NA
"3248","Wyoming","1984",NA,"1237",505,NA,NA,NA
"3249","Wyoming","1985",NA,"1307",500,NA,NA,NA
"3250","Wyoming","1986",NA,"1486",496,NA,NA,NA
"3251","Wyoming","1987",NA,"1387",477,NA,NA,NA
"3252","Wyoming","1988",NA,"1479",465,NA,NA,NA
"3253","Wyoming","1989",NA,"1227",458,NA,NA,NA
"3254","Wyoming","1990",NA,"1367",454,NA,NA,NA
"3255","Wyoming","1991",NA,"1427",458,NA,NA,NA
"3256","Wyoming","1992",NA,"1489",462,NA,NA,NA
"3257","Wyoming","1993",NA,"1345",466,NA,NA,NA
"3258","Wyoming","1994",NA,"1297",470,NA,NA,NA
"3259","Wyoming","1995",NA,"1220",474,NA,NA,NA
"3260","Wyoming","1996",NA,"1201",478,NA,NA,NA
"3261","Wyoming","1997",NA,"1225",482,NA,NA,NA
"3262","Wyoming","1998",NA,"1191",486,NA,NA,NA
"3263","Wyoming","1999",NA,"1115",490,NA,NA,NA
"3264","Wyoming","2000",NA,"1316",494,NA,NA,NA
"3265","Wyoming","2001",0,"1272",495,1677,1677,0
"3266","Wyoming","2002",0,"1364",500,1655,1655,0
"3267","Wyoming","2003",0,"1314",503,1739,1739,0
"3268","Wyoming","2004",0,"1163",509,1670,1670,0
"3269","Wyoming","2005",0,"1172",514,1695,1695,0
"3270","Wyoming","2006",2,"1307",523,1792,1790,0
"3271","Wyoming","2007",4,"1344",535,1691,1687,0
"3272","Wyoming","2008",16,"1330",546,1802,1786,0
"3273","Wyoming","2009",18,"1196",560,1765,1747,0
"3274","Wyoming","2010",8,"1117",564,1791,1783,0
"3275","Wyoming","2011",NA,"1245",NA,NA,NA,NA
"3276","Wyoming","2012",NA,"1161",NA,NA,NA,NA
