"","Area","Year","Private forprofit graduate","Violent crimes","Population","Total graduate","Public graduate","Private nonprofit graduate"
"2088","North Carolina","1958",NA,NA,4376,NA,NA,NA
"2089","North Carolina","1959",NA,NA,4458,NA,NA,NA
"2090","North Carolina","1960",NA,"10182",4556,NA,NA,NA
"2091","North Carolina","1961",NA,"9275",4663,NA,NA,NA
"2092","North Carolina","1962",NA,"9533",4707,NA,NA,NA
"2093","North Carolina","1963",NA,"10038",4742,NA,NA,NA
"2094","North Carolina","1964",NA,"12345",4802,NA,NA,NA
"2095","North Carolina","1965",NA,"12755",NA,NA,NA,NA
"2096","North Carolina","1966",NA,"14775",4896,NA,NA,NA
"2097","North Carolina","1967",NA,"15995",4952,NA,NA,NA
"2098","North Carolina","1968",NA,"18025",5004,NA,NA,NA
"2099","North Carolina","1969",NA,"18117",5031,NA,NA,NA
"2100","North Carolina","1970",NA,"18814",5082,NA,NA,NA
"2101","North Carolina","1971",NA,"19952",5204,NA,NA,NA
"2102","North Carolina","1972",NA,"22087",5301,NA,NA,NA
"2103","North Carolina","1973",NA,"23086",5390,NA,NA,NA
"2104","North Carolina","1974",NA,"26220",5471,NA,NA,NA
"2105","North Carolina","1975",NA,"23791",5547,NA,NA,NA
"2106","North Carolina","1976",NA,"22061",5608,NA,NA,NA
"2107","North Carolina","1977",NA,"22492",5686,NA,NA,NA
"2108","North Carolina","1978",NA,"23054",5759,NA,NA,NA
"2109","North Carolina","1979",NA,"25009",5823,NA,NA,NA
"2110","North Carolina","1980",NA,"26589",5882,NA,NA,NA
"2111","North Carolina","1981",NA,"25986",5957,NA,NA,NA
"2112","North Carolina","1982",NA,"26865",6019,NA,NA,NA
"2113","North Carolina","1983",NA,"24911",6077,NA,NA,NA
"2114","North Carolina","1984",NA,"24885",6164,NA,NA,NA
"2115","North Carolina","1985",NA,"26327",6254,NA,NA,NA
"2116","North Carolina","1986",NA,"30128",6322,NA,NA,NA
"2117","North Carolina","1987",NA,"31039",6404,NA,NA,NA
"2118","North Carolina","1988",NA,"32753",6481,NA,NA,NA
"2119","North Carolina","1989",NA,"35902",6565,NA,NA,NA
"2120","North Carolina","1990",NA,"41332",6629,NA,NA,NA
"2121","North Carolina","1991",NA,"44355",6774.3,NA,NA,NA
"2122","North Carolina","1992",NA,"46600",6919.6,NA,NA,NA
"2123","North Carolina","1993",NA,"47178",7064.9,NA,NA,NA
"2124","North Carolina","1994",NA,"46308",7210.2,NA,NA,NA
"2125","North Carolina","1995",NA,"46508",7355.5,NA,NA,NA
"2126","North Carolina","1996",NA,"43068",7500.8,NA,NA,NA
"2127","North Carolina","1997",NA,"45071",7646.1,NA,NA,NA
"2128","North Carolina","1998",NA,"43723",7791.4,NA,NA,NA
"2129","North Carolina","1999",NA,"41474",7936.7,NA,NA,NA
"2130","North Carolina","2000",NA,"40051",8082,NA,NA,NA
"2131","North Carolina","2001",0,"40465",8210,34767,23321,11446
"2132","North Carolina","2002",0,"39118",8326,36071,23972,12099
"2133","North Carolina","2003",0,"38243",8423,37272,25262,12010
"2134","North Carolina","2004",2,"38244",8553,38774,26441,12331
"2135","North Carolina","2005",8,"40650",8705,39303,27000,12295
"2136","North Carolina","2006",48,"42088",8917,39969,27418,12503
"2137","North Carolina","2007",150,"42231",9118,41263,28312,12801
"2138","North Carolina","2008",274,"43125",9309,43452,30084,13094
"2139","North Carolina","2009",371,"37946",9450,44834,31055,13408
"2140","North Carolina","2010",727,"34679",9535,46826,32706,13393
"2141","North Carolina","2011",NA,"33421",NA,NA,NA,NA
"2142","North Carolina","2012",NA,"34464",NA,NA,NA,NA
"2143","North Dakota","1950",NA,NA,619,NA,NA,NA
"2144","North Dakota","1951",NA,NA,604,NA,NA,NA
"2145","North Dakota","1952",NA,NA,608,NA,NA,NA
"2146","North Dakota","1953",NA,NA,609,NA,NA,NA
"2147","North Dakota","1954",NA,NA,611,NA,NA,NA
"2148","North Dakota","1955",NA,NA,615,NA,NA,NA
"2149","North Dakota","1956",NA,NA,613,NA,NA,NA
"2150","North Dakota","1957",NA,NA,612,NA,NA,NA
"2151","North Dakota","1958",NA,NA,606,NA,NA,NA
"2152","North Dakota","1959",NA,NA,618,NA,NA,NA
"2153","North Dakota","1960",NA,"90",632,NA,NA,NA
"2154","North Dakota","1961",NA,"160",641,NA,NA,NA
"2155","North Dakota","1962",NA,"128",637,NA,NA,NA
"2156","North Dakota","1963",NA,"182",644,NA,NA,NA
"2157","North Dakota","1964",NA,"229",649,NA,NA,NA
"2158","North Dakota","1965",NA,"223",NA,NA,NA,NA
"2159","North Dakota","1966",NA,"231",647,NA,NA,NA
"2160","North Dakota","1967",NA,"185",626,NA,NA,NA
"2161","North Dakota","1968",NA,"173",621,NA,NA,NA
"2162","North Dakota","1969",NA,"220",621,NA,NA,NA
"2163","North Dakota","1970",NA,"211",618,NA,NA,NA
"2164","North Dakota","1971",NA,"238",627,NA,NA,NA
"2165","North Dakota","1972",NA,"290",631,NA,NA,NA
"2166","North Dakota","1973",NA,"389",633,NA,NA,NA
"2167","North Dakota","1974",NA,"319",635,NA,NA,NA
"2168","North Dakota","1975",NA,"337",639,NA,NA,NA
"2169","North Dakota","1976",NA,"462",646,NA,NA,NA
"2170","North Dakota","1977",NA,"438",650,NA,NA,NA
"2171","North Dakota","1978",NA,"437",651,NA,NA,NA
"2172","North Dakota","1979",NA,"403",653,NA,NA,NA
"2173","North Dakota","1980",NA,"352",653,NA,NA,NA
"2174","North Dakota","1981",NA,"444",660,NA,NA,NA
"2175","North Dakota","1982",NA,"414",669,NA,NA,NA
"2176","North Dakota","1983",NA,"365",677,NA,NA,NA
"2177","North Dakota","1984",NA,"368",680,NA,NA,NA
"2178","North Dakota","1985",NA,"322",677,NA,NA,NA
"2179","North Dakota","1986",NA,"348",670,NA,NA,NA
"2180","North Dakota","1987",NA,"382",661,NA,NA,NA
"2181","North Dakota","1988",NA,"392",655,NA,NA,NA
"2182","North Dakota","1989",NA,"417",646,NA,NA,NA
"2183","North Dakota","1990",NA,"472",639,NA,NA,NA
"2184","North Dakota","1991",NA,"415",639.3,NA,NA,NA
"2185","North Dakota","1992",NA,"530",639.6,NA,NA,NA
"2186","North Dakota","1993",NA,"522",639.9,NA,NA,NA
"2187","North Dakota","1994",NA,"522",640.2,NA,NA,NA
"2188","North Dakota","1995",NA,"556",640.5,NA,NA,NA
"2189","North Dakota","1996",NA,"541",640.8,NA,NA,NA
"2190","North Dakota","1997",NA,"559",641.1,NA,NA,NA
"2191","North Dakota","1998",NA,"570",641.4,NA,NA,NA
"2192","North Dakota","1999",NA,"424",641.7,NA,NA,NA
"2193","North Dakota","2000",NA,"523",642,NA,NA,NA
"2194","North Dakota","2001",0,"505",639,4688,3943,745
"2195","North Dakota","2002",0,"496",638,4810,4045,765
"2196","North Dakota","2003",0,"508",639,4882,4131,751
"2197","North Dakota","2004",0,"558",645,5033,4226,807
"2198","North Dakota","2005",0,"706",646,5161,4382,779
"2199","North Dakota","2006",0,"1255",649,5487,4689,798
"2200","North Dakota","2007",0,"1343",653,5543,4763,780
"2201","North Dakota","2008",3,"1441",658,5531,4740,788
"2202","North Dakota","2009",26,"1723",665,5604,4851,727
"2203","North Dakota","2010",81,"1548",673,5727,4860,786
"2204","North Dakota","2011",NA,"1699",NA,NA,NA,NA
"2205","North Dakota","2012",NA,"1712",NA,NA,NA,NA
"2206","Ohio","1950",NA,NA,7980,NA,NA,NA
"2207","Ohio","1951",NA,NA,8061,NA,NA,NA
"2208","Ohio","1952",NA,NA,8275,NA,NA,NA
"2209","Ohio","1953",NA,NA,8591,NA,NA,NA
"2210","Ohio","1954",NA,NA,8873,NA,NA,NA
"2211","Ohio","1955",NA,NA,9017,NA,NA,NA
"2212","Ohio","1956",NA,NA,9207,NA,NA,NA
"2213","Ohio","1957",NA,NA,9410,NA,NA,NA
"2214","Ohio","1958",NA,NA,9599,NA,NA,NA
"2215","Ohio","1959",NA,NA,9671,NA,NA,NA
"2216","Ohio","1960",NA,"8120",9706,NA,NA,NA
"2217","Ohio","1961",NA,"7986",9854,NA,NA,NA
"2218","Ohio","1962",NA,"8366",9929,NA,NA,NA
"2219","Ohio","1963",NA,"9086",9986,NA,NA,NA
"2220","Ohio","1964",NA,"11582",10080,NA,NA,NA
"2221","Ohio","1965",NA,"12788",NA,NA,NA,NA
"2222","Ohio","1966",NA,"15626",10330,NA,NA,NA
"2223","Ohio","1967",NA,"19344",10414,NA,NA,NA
"2224","Ohio","1968",NA,"21228",10516,NA,NA,NA
"2225","Ohio","1969",NA,"26648",10563,NA,NA,NA
"2226","Ohio","1970",NA,"30279",10652,NA,NA,NA
"2227","Ohio","1971",NA,"32159",10735,NA,NA,NA
"2228","Ohio","1972",NA,"32286",10747,NA,NA,NA
"2229","Ohio","1973",NA,"31304",10767,NA,NA,NA
"2230","Ohio","1974",NA,"39094",10766,NA,NA,NA
"2231","Ohio","1975",NA,"43901",10770,NA,NA,NA
"2232","Ohio","1976",NA,"41553",10753,NA,NA,NA
"2233","Ohio","1977",NA,"43521",10771,NA,NA,NA
"2234","Ohio","1978",NA,"44357",10796,NA,NA,NA
"2235","Ohio","1979",NA,"49092",10798,NA,NA,NA
"2236","Ohio","1980",NA,"53646",10798,NA,NA,NA
"2237","Ohio","1981",NA,"53509",10788,NA,NA,NA
"2238","Ohio","1982",NA,"47126",10757,NA,NA,NA
"2239","Ohio","1983",NA,"42759",10738,NA,NA,NA
"2240","Ohio","1984",NA,"41430",10738,NA,NA,NA
"2241","Ohio","1985",NA,"41000",10735,NA,NA,NA
"2242","Ohio","1986",NA,"45260",10730,NA,NA,NA
"2243","Ohio","1987",NA,"45436",10760,NA,NA,NA
"2244","Ohio","1988",NA,"49144",10799,NA,NA,NA
"2245","Ohio","1989",NA,"51109",10829,NA,NA,NA
"2246","Ohio","1990",NA,"54904",10847,NA,NA,NA
"2247","Ohio","1991",NA,"61460",10898.7,NA,NA,NA
"2248","Ohio","1992",NA,"57935",10950.4,NA,NA,NA
"2249","Ohio","1993",NA,"55915",11002.1,NA,NA,NA
"2250","Ohio","1994",NA,"53930",11053.8,NA,NA,NA
"2251","Ohio","1995",NA,"53799",11105.5,NA,NA,NA
"2252","Ohio","1996",NA,"47896",11157.2,NA,NA,NA
"2253","Ohio","1997",NA,"48706",11208.9,NA,NA,NA
"2254","Ohio","1998",NA,"40628",11260.6,NA,NA,NA
"2255","Ohio","1999",NA,"35616",11312.3,NA,NA,NA
"2256","Ohio","2000",NA,"37935",11364,NA,NA,NA
"2257","Ohio","2001",486,"40023",11387,50856,32192,18178
"2258","Ohio","2002",561,"40128",11408,52748,33545,18642
"2259","Ohio","2003",508,"38185",11435,54852,34660,19684
"2260","Ohio","2004",690,"38787",11452,56256,35860,19706
"2261","Ohio","2005",704,"40162",11463,56969,36749,19516
"2262","Ohio","2006",739,"41491",11481,58522,37413,20370
"2263","Ohio","2007",762,"40759",11500,59025,37666,20597
"2264","Ohio","2008",833,"40436",11515,59385,38126,20426
"2265","Ohio","2009",929,"38305",11529,60048,38448,20671
"2266","Ohio","2010",962,"36306",11537,61085,39196,20927
"2267","Ohio","2011",NA,"35218",NA,NA,NA,NA
"2268","Ohio","2012",NA,"34595",NA,NA,NA,NA
"2269","Oklahoma","1950",NA,NA,2229,NA,NA,NA
"2270","Oklahoma","1951",NA,NA,2210,NA,NA,NA
"2271","Oklahoma","1952",NA,NA,2219,NA,NA,NA
"2272","Oklahoma","1953",NA,NA,2182,NA,NA,NA
"2273","Oklahoma","1954",NA,NA,2209,NA,NA,NA
"2274","Oklahoma","1955",NA,NA,2250,NA,NA,NA
"2275","Oklahoma","1956",NA,NA,2273,NA,NA,NA
"2276","Oklahoma","1957",NA,NA,2282,NA,NA,NA
"2277","Oklahoma","1958",NA,NA,2267,NA,NA,NA
"2278","Oklahoma","1959",NA,NA,2289,NA,NA,NA
"2279","Oklahoma","1960",NA,"2258",2328,NA,NA,NA
"2280","Oklahoma","1961",NA,"2437",2380,NA,NA,NA
"2281","Oklahoma","1962",NA,"2478",2427,NA,NA,NA
"2282","Oklahoma","1963",NA,"2808",2439,NA,NA,NA
"2283","Oklahoma","1964",NA,"3609",2446,NA,NA,NA
"2284","Oklahoma","1965",NA,"3339",NA,NA,NA,NA
"2285","Oklahoma","1966",NA,"3552",2454,NA,NA,NA
"2286","Oklahoma","1967",NA,"3703",2489,NA,NA,NA
"2287","Oklahoma","1968",NA,"4473",2503,NA,NA,NA
"2288","Oklahoma","1969",NA,"4775",2535,NA,NA,NA
"2289","Oklahoma","1970",NA,"5194",2559,NA,NA,NA
"2290","Oklahoma","1971",NA,"6719",2619,NA,NA,NA
"2291","Oklahoma","1972",NA,"6289",2659,NA,NA,NA
"2292","Oklahoma","1973",NA,"6556",2696,NA,NA,NA
"2293","Oklahoma","1974",NA,"7588",2735,NA,NA,NA
"2294","Oklahoma","1975",NA,"8225",2775,NA,NA,NA
"2295","Oklahoma","1976",NA,"7926",2827,NA,NA,NA
"2296","Oklahoma","1977",NA,"8899",2870,NA,NA,NA
"2297","Oklahoma","1978",NA,"10165",2917,NA,NA,NA
"2298","Oklahoma","1979",NA,"11719",2975,NA,NA,NA
"2299","Oklahoma","1980",NA,"12589",3025,NA,NA,NA
"2300","Oklahoma","1981",NA,"13223",3096,NA,NA,NA
"2301","Oklahoma","1982",NA,"14103",3206,NA,NA,NA
"2302","Oklahoma","1983",NA,"13964",3290,NA,NA,NA
"2303","Oklahoma","1984",NA,"13438",3286,NA,NA,NA
"2304","Oklahoma","1985",NA,"13930",3271,NA,NA,NA
"2305","Oklahoma","1986",NA,"14423",3253,NA,NA,NA
"2306","Oklahoma","1987",NA,"13664",3210,NA,NA,NA
"2307","Oklahoma","1988",NA,"14179",3167,NA,NA,NA
"2308","Oklahoma","1989",NA,"15847",3150,NA,NA,NA
"2309","Oklahoma","1990",NA,"17222",3146,NA,NA,NA
"2310","Oklahoma","1991",NA,"18533",3176.8,NA,NA,NA
"2311","Oklahoma","1992",NA,"20005",3207.6,NA,NA,NA
"2312","Oklahoma","1993",NA,"20512",3238.4,NA,NA,NA
"2313","Oklahoma","1994",NA,"21225",3269.2,NA,NA,NA
"2314","Oklahoma","1995",NA,"21770",3300,NA,NA,NA
"2315","Oklahoma","1996",NA,"19710",3330.8,NA,NA,NA
"2316","Oklahoma","1997",NA,"18560",3361.6,NA,NA,NA
"2317","Oklahoma","1998",NA,"18053",3392.4,NA,NA,NA
"2318","Oklahoma","1999",NA,"17066",3423.2,NA,NA,NA
"2319","Oklahoma","2000",NA,"17177",3454,NA,NA,NA
"2320","Oklahoma","2001",145,"17726",3467,15932,12510,3277
"2321","Oklahoma","2002",235,"17587",3489,16232,12783,3214
"2322","Oklahoma","2003",280,"17758",3505,16348,12834,3234
"2323","Oklahoma","2004",315,"17635",3525,17424,13767,3342
"2324","Oklahoma","2005",338,"18044",3549,18266,14649,3279
"2325","Oklahoma","2006",348,"17905",3594,18909,15257,3304
"2326","Oklahoma","2007",360,"18234",3634,18892,15394,3138
"2327","Oklahoma","2008",321,"19359",3669,19218,15576,3321
"2328","Oklahoma","2009",346,"18560",3718,19634,15976,3312
"2329","Oklahoma","2010",339,"18100",3751,19535,15736,3460
"2330","Oklahoma","2011",NA,"17311",NA,NA,NA,NA
"2331","Oklahoma","2012",NA,"17902",NA,NA,NA,NA
"2332","Oregon","1950",NA,NA,1532,NA,NA,NA
"2333","Oregon","1951",NA,NA,1556,NA,NA,NA
"2334","Oregon","1952",NA,NA,1582,NA,NA,NA
"2335","Oregon","1953",NA,NA,1601,NA,NA,NA
"2336","Oregon","1954",NA,NA,1626,NA,NA,NA
"2337","Oregon","1955",NA,NA,1659,NA,NA,NA
"2338","Oregon","1956",NA,NA,1698,NA,NA,NA
"2339","Oregon","1957",NA,NA,1712,NA,NA,NA
"2340","Oregon","1958",NA,NA,1718,NA,NA,NA
"2341","Oregon","1959",NA,NA,1746,NA,NA,NA
"2342","Oregon","1960",NA,"1232",1769,NA,NA,NA
"2343","Oregon","1961",NA,"1242",1787,NA,NA,NA
"2344","Oregon","1962",NA,"1461",1818,NA,NA,NA
"2345","Oregon","1963",NA,"1393",1853,NA,NA,NA
"2346","Oregon","1964",NA,"2009",1888,NA,NA,NA
"2347","Oregon","1965",NA,"2290",NA,NA,NA,NA
"2348","Oregon","1966",NA,"2470",1969,NA,NA,NA
"2349","Oregon","1967",NA,"3147",1979,NA,NA,NA
"2350","Oregon","1968",NA,"3955",2004,NA,NA,NA
"2351","Oregon","1969",NA,"4527",2062,NA,NA,NA
"2352","Oregon","1970",NA,"5373",2091,NA,NA,NA
"2353","Oregon","1971",NA,"6335",2151,NA,NA,NA
"2354","Oregon","1972",NA,"6494",2197,NA,NA,NA
"2355","Oregon","1973",NA,"6512",2242,NA,NA,NA
"2356","Oregon","1974",NA,"8326",2285,NA,NA,NA
"2357","Oregon","1975",NA,"10034",2330,NA,NA,NA
"2358","Oregon","1976",NA,"10654",2378,NA,NA,NA
"2359","Oregon","1977",NA,"10830",2447,NA,NA,NA
"2360","Oregon","1978",NA,"12278",2518,NA,NA,NA
"2361","Oregon","1979",NA,"13781",2588,NA,NA,NA
"2362","Oregon","1980",NA,"12802",2633,NA,NA,NA
"2363","Oregon","1981",NA,"12671",2668,NA,NA,NA
"2364","Oregon","1982",NA,"12529",2665,NA,NA,NA
"2365","Oregon","1983",NA,"12986",2653,NA,NA,NA
"2366","Oregon","1984",NA,"13533",2667,NA,NA,NA
"2367","Oregon","1985",NA,"14807",2673,NA,NA,NA
"2368","Oregon","1986",NA,"14830",2684,NA,NA,NA
"2369","Oregon","1987",NA,"14697",2701,NA,NA,NA
"2370","Oregon","1988",NA,"14959",2741,NA,NA,NA
"2371","Oregon","1989",NA,"14625",2791,NA,NA,NA
"2372","Oregon","1990",NA,"14405",2842,NA,NA,NA
"2373","Oregon","1991",NA,"14795",2900.8,NA,NA,NA
"2374","Oregon","1992",NA,"15189",2959.6,NA,NA,NA
"2375","Oregon","1993",NA,"15254",3018.4,NA,NA,NA
"2376","Oregon","1994",NA,"16067",3077.2,NA,NA,NA
"2377","Oregon","1995",NA,"16408",3136,NA,NA,NA
"2378","Oregon","1996",NA,"14837",3194.8,NA,NA,NA
"2379","Oregon","1997",NA,"14412",3253.6,NA,NA,NA
"2380","Oregon","1998",NA,"13778",3312.4,NA,NA,NA
"2381","Oregon","1999",NA,"12432",3371.2,NA,NA,NA
"2382","Oregon","2000",NA,"12000",3430,NA,NA,NA
"2383","Oregon","2001",210,"10650",3468,13887,9861,3816
"2384","Oregon","2002",250,"10298",3513,14450,10207,3993
"2385","Oregon","2003",395,"10506",3547,15601,11342,3864
"2386","Oregon","2004",401,"10724",3569,16664,12114,4149
"2387","Oregon","2005",434,"10444",3613,16867,12426,4007
"2388","Oregon","2006",512,"10534",3671,17631,12952,4167
"2389","Oregon","2007",523,"11015",3722,17906,12921,4462
"2390","Oregon","2008",546,"9909",3769,17920,12860,4514
"2391","Oregon","2009",666,"9968",3809,17918,12796,4456
"2392","Oregon","2010",573,"9648",3831,18873,13614,4686
"2393","Oregon","2011",NA,"9643",NA,NA,NA,NA
"2394","Oregon","2012",NA,"9653",NA,NA,NA,NA
"2395","Pennsylvania","1950",NA,NA,10507,NA,NA,NA
"2396","Pennsylvania","1951",NA,NA,10461,NA,NA,NA
"2397","Pennsylvania","1952",NA,NA,10503,NA,NA,NA
"2398","Pennsylvania","1953",NA,NA,10662,NA,NA,NA
"2399","Pennsylvania","1954",NA,NA,10817,NA,NA,NA
"2400","Pennsylvania","1955",NA,NA,10939,NA,NA,NA
"2401","Pennsylvania","1956",NA,NA,10972,NA,NA,NA
"2402","Pennsylvania","1957",NA,NA,10954,NA,NA,NA
"2403","Pennsylvania","1958",NA,NA,11058,NA,NA,NA
"2404","Pennsylvania","1959",NA,NA,11234,NA,NA,NA
"2405","Pennsylvania","1960",NA,"11203",11319,NA,NA,NA
"2406","Pennsylvania","1961",NA,"11223",11392,NA,NA,NA
"2407","Pennsylvania","1962",NA,"11856",11355,NA,NA,NA
"2408","Pennsylvania","1963",NA,"12678",11424,NA,NA,NA
"2409","Pennsylvania","1964",NA,"14162",11519,NA,NA,NA
"2410","Pennsylvania","1965",NA,"16384",NA,NA,NA,NA
"2411","Pennsylvania","1966",NA,"15169",11664,NA,NA,NA
"2412","Pennsylvania","1967",NA,"16119",11681,NA,NA,NA
"2413","Pennsylvania","1968",NA,"20710",11741,NA,NA,NA
"2414","Pennsylvania","1969",NA,"22887",11741,NA,NA,NA
"2415","Pennsylvania","1970",NA,"25970",11794,NA,NA,NA
"2416","Pennsylvania","1971",NA,"31917",11886,NA,NA,NA
"2417","Pennsylvania","1972",NA,"33052",11908,NA,NA,NA
"2418","Pennsylvania","1973",NA,"32397",11891,NA,NA,NA
"2419","Pennsylvania","1974",NA,"37281",11871,NA,NA,NA
"2420","Pennsylvania","1975",NA,"38933",11906,NA,NA,NA
"2421","Pennsylvania","1976",NA,"34985",11897,NA,NA,NA
"2422","Pennsylvania","1977",NA,"33328",11894,NA,NA,NA
"2423","Pennsylvania","1978",NA,"35381",11879,NA,NA,NA
"2424","Pennsylvania","1979",NA,"39133",11888,NA,NA,NA
"2425","Pennsylvania","1980",NA,"43032",11864,NA,NA,NA
"2426","Pennsylvania","1981",NA,"44104",11859,NA,NA,NA
"2427","Pennsylvania","1982",NA,"42767",11845,NA,NA,NA
"2428","Pennsylvania","1983",NA,"40782",11838,NA,NA,NA
"2429","Pennsylvania","1984",NA,"38154",11815,NA,NA,NA
"2430","Pennsylvania","1985",NA,"39240",11771,NA,NA,NA
"2431","Pennsylvania","1986",NA,"42629",11783,NA,NA,NA
"2432","Pennsylvania","1987",NA,"44087",11811,NA,NA,NA
"2433","Pennsylvania","1988",NA,"43534",11846,NA,NA,NA
"2434","Pennsylvania","1989",NA,"45586",11866,NA,NA,NA
"2435","Pennsylvania","1990",NA,"51213",11882,NA,NA,NA
"2436","Pennsylvania","1991",NA,"53824",11922.2,NA,NA,NA
"2437","Pennsylvania","1992",NA,"51276",11962.4,NA,NA,NA
"2438","Pennsylvania","1993",NA,"50295",12002.6,NA,NA,NA
"2439","Pennsylvania","1994",NA,"51425",12042.8,NA,NA,NA
"2440","Pennsylvania","1995",NA,"51586",12083,NA,NA,NA
"2441","Pennsylvania","1996",NA,"57905",12123.2,NA,NA,NA
"2442","Pennsylvania","1997",NA,"53140",12163.4,NA,NA,NA
"2443","Pennsylvania","1998",NA,"50470",12203.6,NA,NA,NA
"2444","Pennsylvania","1999",NA,"50431",12243.8,NA,NA,NA
"2445","Pennsylvania","2000",NA,"51584",12284,NA,NA,NA
"2446","Pennsylvania","2001",28,"50432",12299,66514,33044,33442
"2447","Pennsylvania","2002",162,"49578",12331,68999,34136,34701
"2448","Pennsylvania","2003",412,"49210",12375,72351,35647,36292
"2449","Pennsylvania","2004",737,"50998",12411,75343,37569,37037
"2450","Pennsylvania","2005",867,"52761",12450,77765,39219,37679
"2451","Pennsylvania","2006",1262,"55028",12511,79791,40052,38477
"2452","Pennsylvania","2007",1417,"51806",12564,81042,40467,39158
"2453","Pennsylvania","2008",1623,"51044",12612,82132,40505,40004
"2454","Pennsylvania","2009",1701,"48188",12667,84692,41846,41145
"2455","Pennsylvania","2010",1904,"46612",12702,87162,43911,41347
"2456","Pennsylvania","2011",NA,"46189",NA,NA,NA,NA
"2457","Pennsylvania","2012",NA,"44503",NA,NA,NA,NA
"2458","Rhode Island","1950",NA,NA,786,NA,NA,NA
"2459","Rhode Island","1951",NA,NA,784,NA,NA,NA
"2460","Rhode Island","1952",NA,NA,802,NA,NA,NA
"2461","Rhode Island","1953",NA,NA,815,NA,NA,NA
"2462","Rhode Island","1954",NA,NA,816,NA,NA,NA
"2463","Rhode Island","1955",NA,NA,823,NA,NA,NA
"2464","Rhode Island","1956",NA,NA,840,NA,NA,NA
"2465","Rhode Island","1957",NA,NA,851,NA,NA,NA
"2466","Rhode Island","1958",NA,NA,858,NA,NA,NA
"2467","Rhode Island","1959",NA,NA,857,NA,NA,NA
"2468","Rhode Island","1960",NA,"316",859,NA,NA,NA
"2469","Rhode Island","1961",NA,"372",858,NA,NA,NA
"2470","Rhode Island","1962",NA,"402",871,NA,NA,NA
"2471","Rhode Island","1963",NA,"500",876,NA,NA,NA
"2472","Rhode Island","1964",NA,"578",885,NA,NA,NA
"2473","Rhode Island","1965",NA,"722",NA,NA,NA,NA
"2474","Rhode Island","1966",NA,"849",899,NA,NA,NA
"2475","Rhode Island","1967",NA,"1156",909,NA,NA,NA
"2476","Rhode Island","1968",NA,"1254",922,NA,NA,NA
"2477","Rhode Island","1969",NA,"1594",932,NA,NA,NA
"2478","Rhode Island","1970",NA,"1944",950,NA,NA,NA
"2479","Rhode Island","1971",NA,"2129",963,NA,NA,NA
"2480","Rhode Island","1972",NA,"2424",975,NA,NA,NA
"2481","Rhode Island","1973",NA,"2749",976,NA,NA,NA
"2482","Rhode Island","1974",NA,"2651",951,NA,NA,NA
"2483","Rhode Island","1975",NA,"2802",943,NA,NA,NA
"2484","Rhode Island","1976",NA,"2779",946,NA,NA,NA
"2485","Rhode Island","1977",NA,"2820",950,NA,NA,NA
"2486","Rhode Island","1978",NA,"3255",952,NA,NA,NA
"2487","Rhode Island","1979",NA,"3485",950,NA,NA,NA
"2488","Rhode Island","1980",NA,"3864",947,NA,NA,NA
"2489","Rhode Island","1981",NA,"4205",953,NA,NA,NA
"2490","Rhode Island","1982",NA,"3849",954,NA,NA,NA
"2491","Rhode Island","1983",NA,"3392",956,NA,NA,NA
"2492","Rhode Island","1984",NA,"3220",962,NA,NA,NA
"2493","Rhode Island","1985",NA,"3355",969,NA,NA,NA
"2494","Rhode Island","1986",NA,"3271",977,NA,NA,NA
"2495","Rhode Island","1987",NA,"3547",990,NA,NA,NA
"2496","Rhode Island","1988",NA,"3947",996,NA,NA,NA
"2497","Rhode Island","1989",NA,"3772",1001,NA,NA,NA
"2498","Rhode Island","1990",NA,"4334",1003,NA,NA,NA
"2499","Rhode Island","1991",NA,"4638",1007.7,NA,NA,NA
"2500","Rhode Island","1992",NA,"3965",1012.4,NA,NA,NA
"2501","Rhode Island","1993",NA,"4017",1017.1,NA,NA,NA
"2502","Rhode Island","1994",NA,"3744",1021.8,NA,NA,NA
"2503","Rhode Island","1995",NA,"3643",1026.5,NA,NA,NA
"2504","Rhode Island","1996",NA,"3437",1031.2,NA,NA,NA
"2505","Rhode Island","1997",NA,"3292",1035.9,NA,NA,NA
"2506","Rhode Island","1998",NA,"3084",1040.6,NA,NA,NA
"2507","Rhode Island","1999",NA,"2840",1045.3,NA,NA,NA
"2508","Rhode Island","2000",NA,"3121",1050,NA,NA,NA
"2509","Rhode Island","2001",0,"3278",1057,8283,2802,5481
"2510","Rhode Island","2002",0,"3051",1066,8845,2971,5874
"2511","Rhode Island","2003",0,"3074",1071,9108,3016,6092
"2512","Rhode Island","2004",0,"2673",1075,9251,3137,6114
"2513","Rhode Island","2005",0,"2710",1068,9472,3031,6441
"2514","Rhode Island","2006",0,"2460",1063,9686,3249,6437
"2515","Rhode Island","2007",0,"2424",1057,9982,3191,6791
"2516","Rhode Island","2008",0,"2656",1055,10265,3447,6818
"2517","Rhode Island","2009",0,"2678",1054,10291,3504,6787
"2518","Rhode Island","2010",0,"2709",1053,10647,3782,6865
"2519","Rhode Island","2011",NA,"2586",NA,NA,NA,NA
"2520","Rhode Island","2012",NA,"2651",NA,NA,NA,NA
"2521","South Carolina","1950",NA,NA,2113,NA,NA,NA
"2522","South Carolina","1951",NA,NA,2167,NA,NA,NA
"2523","South Carolina","1952",NA,NA,2178,NA,NA,NA
"2524","South Carolina","1953",NA,NA,2181,NA,NA,NA
